Present_Tmax,Present_Tmin,DEM,lat,lon,Slope,Solar radiation,Act_Next_Tmax,Act_Next_Tmin,Date
27.2,17.7,132.118,37.5507,126.988,0.5931,5179.077148,28.2,19.2,11/8/2014
28.2,19.2,59.8324,37.5776,127.083,2.6865,5111.087891,27.6,19.1,11/8/2014
27.6,19.1,30.968,37.4967,126.927,0.618,5116.991699,27.1,18,11/8/2014
27.1,18,30.0464,37.5507,126.937,0.8552,5135.761719,26.9,17.5,11/8/2014
26.9,17.5,82.2912,37.4697,126.995,2.2579,5093.864258,28,16.4,11/8/2014
28,16.4,53.4712,37.6181,127.099,0.697,5131.895996,29.6,19.8,11/8/2014
29.6,19.8,56.4448,37.4832,127.024,1.2313,5113.475586,27.4,17,11/8/2014
27.4,17,75.0924,37.5776,126.938,1.7678,5161.941406,27.3,18,11/8/2014
27.3,18,146.554,37.6181,127.004,4.7296,5213.896973,27.9,19.8,11/8/2014
27.9,19.8,26.298,37.5507,127.04,0.5721,5123.937988,27.5,19.8,11/8/2014
27.5,19.8,21.9668,37.5102,127.086,0.1332,5112.584961,28.1,19.2,11/8/2014
28.1,19.2,15.5876,37.5372,126.891,0.1554,5112.924805,28,19.5,11/8/2014
28,19.5,17.2956,37.5237,126.909,0.2223,5109.454102,29.4,19.4,11/8/2014
29.4,19.4,19.5844,37.5237,126.97,0.2713,5119.374023,27.1,19.3,11/8/2014
27.1,19.3,212.335,37.6046,126.991,2.785,5245.199219,29.8,20.5,12/8/2014
29.8,20.5,44.7624,37.6046,127.032,0.5141,5102.277832,29.3,22.1,12/8/2014
29.3,22.1,33.3068,37.5776,127.058,0.2661,5096.946289,30.2,22.4,12/8/2014
30.2,22.4,45.716,37.645,127.022,2.5348,5087.650879,29.7,21.9,12/8/2014
29.7,21.9,35.038,37.5507,127.135,0.5055,5086.999512,30.4,23.2,12/8/2014
30.4,23.2,54.6384,37.5102,127.042,0.1457,5100.898926,28.9,22.6,12/8/2014
28.9,22.6,12.37,37.5776,126.838,0.0985,5079.775879,29.3,22.4,12/8/2014
29.3,22.4,52.518,37.4697,126.91,1.5629,5084.35498,30.1,21.8,12/8/2014
30.1,21.8,50.9312,37.4967,126.826,0.4125,5109.80957,29,20.9,12/8/2014
29,20.9,208.507,37.4562,126.955,5.1782,5052.172363,30.6,23.3,12/8/2014
30.6,23.3,28.7,37.5372,127.085,0.6233,5102.056152,28.9,20.8,12/8/2014
28.9,20.8,132.118,37.5507,126.988,0.5931,5148.331543,30.5,23,12/8/2014
30.5,23,59.8324,37.5776,127.083,2.6865,5080.226563,29.6,22.5,12/8/2014
29.6,22.5,30.968,37.4967,126.927,0.618,5086.431152,29.1,21.8,12/8/2014
29.1,21.8,30.0464,37.5507,126.937,0.8552,5105.529785,28.9,20.3,12/8/2014
28.9,20.3,82.2912,37.4697,126.995,2.2579,5062.422852,30.5,19.5,12/8/2014
30.5,19.5,53.4712,37.6181,127.099,0.697,5101.342773,29.9,22.7,12/8/2014
29.9,22.7,56.4448,37.4832,127.024,1.2313,5082.563477,30.3,21.1,12/8/2014
30.3,21.1,75.0924,37.5776,126.938,1.7678,5131.66748,28.9,21.6,12/8/2014
28.9,21.6,146.554,37.6181,127.004,4.7296,5184.058105,29.8,22.6,12/8/2014
29.8,22.6,26.298,37.5507,127.04,0.5721,5093.562988,31.1,22.8,12/8/2014
31.1,22.8,21.9668,37.5102,127.086,0.1332,5082.049805,30.2,23,12/8/2014
30.2,23,15.5876,37.5372,126.891,0.1554,5082.452637,29.6,23,12/8/2014
29.6,23,17.2956,37.5237,126.909,0.2223,5078.900391,30.2,23,12/8/2014
30.2,23,19.5844,37.5237,126.97,0.2713,5088.989746,23.6,20,12/8/2014
23.6,20,212.335,37.6046,126.991,2.785,5214.742188,26.5,20.8,13/8/2014
26.5,20.8,44.7624,37.6046,127.032,0.5141,5071.276855,26.1,22.4,13/8/2014
26.1,22.4,33.3068,37.5776,127.058,0.2661,5065.961426,27,22.6,13/8/2014
27,22.6,45.716,37.645,127.022,2.5348,5056.626465,26.5,21.3,13/8/2014
26.5,21.3,35.038,37.5507,127.135,0.5055,5055.825195,26.9,23.1,13/8/2014
26.9,23.1,54.6384,37.5102,127.042,0.1457,5069.704102,26.2,22.9,13/8/2014
26.2,22.9,12.37,37.5776,126.838,0.0985,5048.708496,25.9,22.3,13/8/2014
25.9,22.3,52.518,37.4697,126.91,1.5629,5052.947754,26.2,22,13/8/2014
26.2,22,50.9312,37.4967,126.826,0.4125,5078.800293,25.4,19.6,13/8/2014
25.4,19.6,208.507,37.4562,126.955,5.1782,5018.759766,26.6,22.9,13/8/2014
26.6,22.9,28.7,37.5372,127.085,0.6233,5071.220215,25.6,20.9,13/8/2014
25.6,20.9,132.118,37.5507,126.988,0.5931,5117.001465,26.7,22.6,13/8/2014
26.7,22.6,59.8324,37.5776,127.083,2.6865,5048.783691,26.8,22.6,13/8/2014
26.8,22.6,30.968,37.4967,126.927,0.618,5055.290527,25.8,22.5,13/8/2014
25.8,22.5,30.0464,37.5507,126.937,0.8552,5074.718262,25.7,19.4,13/8/2014
25.7,19.4,82.2912,37.4697,126.995,2.2579,5030.400879,26.1,20.2,13/8/2014
26.1,20.2,53.4712,37.6181,127.099,0.697,5070.208496,27.9,22.9,13/8/2014
27.9,22.9,56.4448,37.4832,127.024,1.2313,5051.070801,26.4,21.6,13/8/2014
26.4,21.6,75.0924,37.5776,126.938,1.7678,5100.811035,26.4,21.7,13/8/2014
26.4,21.7,146.554,37.6181,127.004,4.7296,5153.638672,26.3,22.8,13/8/2014
26.3,22.8,26.298,37.5507,127.04,0.5721,5062.609375,27,22.6,13/8/2014
27,22.6,21.9668,37.5102,127.086,0.1332,5050.93457,27.2,23.7,13/8/2014
27.2,23.7,15.5876,37.5372,126.891,0.1554,5051.400391,27,23.5,13/8/2014
27,23.5,17.2956,37.5237,126.909,0.2223,5047.767578,26.9,23.2,13/8/2014
26.9,23.2,19.5844,37.5237,126.97,0.2713,5058.025879,20.6,18.2,13/8/2014
20.6,18.2,212.335,37.6046,126.991,2.785,5183.697266,23.5,20.1,14/8/2014
23.5,20.1,44.7624,37.6046,127.032,0.5141,5039.694336,23,20.9,14/8/2014
23,20.9,33.3068,37.5776,127.058,0.2661,5034.395996,23.4,21.3,14/8/2014
23.4,21.3,45.716,37.645,127.022,2.5348,5024.993652,22.7,20.4,14/8/2014
22.7,20.4,35.038,37.5507,127.135,0.5055,5024.069336,23.8,21.6,14/8/2014
23.8,21.6,54.6384,37.5102,127.042,0.1457,5037.928223,23.8,21.9,14/8/2014
23.8,21.9,12.37,37.5776,126.838,0.0985,5017.061523,23.7,20.5,14/8/2014
23.7,20.5,52.518,37.4697,126.91,1.5629,5020.958008,23.7,21.1,14/8/2014
23.7,21.1,50.9312,37.4967,126.826,0.4125,5047.208984,23,19.1,14/8/2014
23,19.1,208.507,37.4562,126.955,5.1782,4984.759766,23.4,21.3,14/8/2014
23.4,21.3,28.7,37.5372,127.085,0.6233,5039.804199,21.9,19.5,14/8/2014
21.9,19.5,132.118,37.5507,126.988,0.5931,5085.084961,23.2,21.2,14/8/2014
23.2,21.2,59.8324,37.5776,127.083,2.6865,5016.757813,24,21.4,14/8/2014
24,21.4,30.968,37.4967,126.927,0.618,5023.568848,23.2,20.8,14/8/2014
23.2,20.8,30.0464,37.5507,126.937,0.8552,5043.325684,22.2,19.2,14/8/2014
22.2,19.2,82.2912,37.4697,126.995,2.2579,4997.796875,23,20.1,14/8/2014
23,20.1,53.4712,37.6181,127.099,0.697,5038.491699,24.3,21,14/8/2014
24.3,21,56.4448,37.4832,127.024,1.2313,5018.997559,23.2,20.3,14/8/2014
23.2,20.3,75.0924,37.5776,126.938,1.7678,5069.371094,23.1,20.8,14/8/2014
23.1,20.8,146.554,37.6181,127.004,4.7296,5122.638184,23.4,21.3,14/8/2014
23.4,21.3,26.298,37.5507,127.04,0.5721,5031.075684,23.9,21.3,14/8/2014
23.9,21.3,21.9668,37.5102,127.086,0.1332,5019.239746,24.4,22.1,14/8/2014
24.4,22.1,15.5876,37.5372,126.891,0.1554,5019.769043,24.2,22,14/8/2014
24.2,22,17.2956,37.5237,126.909,0.2223,5016.055176,23.9,21.6,14/8/2014
23.9,21.6,19.5844,37.5237,126.97,0.2713,5026.482422,25.9,18.5,14/8/2014
25.9,18.5,212.335,37.6046,126.991,2.785,5152.121094,28.3,19.2,15/8/2014
28.3,19.2,44.7624,37.6046,127.032,0.5141,5007.588379,28.9,20.9,15/8/2014
28.9,20.9,33.3068,37.5776,127.058,0.2661,5002.308105,28.9,20.6,15/8/2014
28.9,20.6,45.716,37.645,127.022,2.5348,4992.89209,28,20.4,15/8/2014
28,20.4,35.038,37.5507,127.135,0.5055,4991.792969,29.3,21.6,15/8/2014
29.3,21.6,54.6384,37.5102,127.042,0.1457,5005.629395,28.6,20.6,15/8/2014
28.6,20.6,12.37,37.5776,126.838,0.0985,4984.893066,28.1,21.1,15/8/2014
28.1,21.1,52.518,37.4697,126.91,1.5629,4988.449707,27.9,20.3,15/8/2014
27.9,20.3,50.9312,37.4967,126.826,0.4125,5015.094727,28.2,19.5,15/8/2014
28.2,19.5,208.507,37.4562,126.955,5.1782,4950.244141,28.9,21.5,15/8/2014
28.9,21.5,28.7,37.5372,127.085,0.6233,5007.865723,29.5,19.7,15/8/2014
29.5,19.7,132.118,37.5507,126.988,0.5931,5052.64502,29.3,21.1,15/8/2014
29.3,21.1,59.8324,37.5776,127.083,2.6865,4984.21582,28.6,21.8,15/8/2014
28.6,21.8,30.968,37.4967,126.927,0.618,4991.32666,27.5,20.7,15/8/2014
27.5,20.7,30.0464,37.5507,126.937,0.8552,5011.411133,27.2,19.6,15/8/2014
27.2,19.6,82.2912,37.4697,126.995,2.2579,4964.671875,28.5,19.5,15/8/2014
28.5,19.5,53.4712,37.6181,127.099,0.697,5006.253906,29.8,21.6,15/8/2014
29.8,21.6,56.4448,37.4832,127.024,1.2313,4986.401367,28.2,19.6,15/8/2014
28.2,19.6,75.0924,37.5776,126.938,1.7678,5037.410156,27.9,20.1,15/8/2014
27.9,20.1,146.554,37.6181,127.004,4.7296,5091.10498,28.6,21.7,15/8/2014
28.6,21.7,26.298,37.5507,127.04,0.5721,4999.018555,29.3,21.4,15/8/2014
29.3,21.4,21.9668,37.5102,127.086,0.1332,4987.023438,28.7,21.5,15/8/2014
28.7,21.5,15.5876,37.5372,126.891,0.1554,4987.615723,28.5,21.6,15/8/2014
28.5,21.6,17.2956,37.5237,126.909,0.2223,4983.820801,29.3,21.8,15/8/2014
29.3,21.8,19.5844,37.5237,126.97,0.2713,4994.416992,26.8,20.2,15/8/2014
26.8,20.2,212.335,37.6046,126.991,2.785,5119.919922,30.5,20.6,16/8/2014
30.5,20.6,44.7624,37.6046,127.032,0.5141,4974.867188,30,22.2,16/8/2014
30,22.2,33.3068,37.5776,127.058,0.2661,4969.604004,30.8,22.3,16/8/2014
30.8,22.3,45.716,37.645,127.022,2.5348,4960.18457,29.6,21.7,16/8/2014
29.6,21.7,35.038,37.5507,127.135,0.5055,4958.898438,29.9,22.9,16/8/2014
29.9,22.9,54.6384,37.5102,127.042,0.1457,4972.712891,30.7,22.5,16/8/2014
30.7,22.5,12.37,37.5776,126.838,0.0985,4952.109863,29.2,21.2,16/8/2014
29.2,21.2,52.518,37.4697,126.91,1.5629,4955.319824,30,21.1,16/8/2014
30,21.1,50.9312,37.4967,126.826,0.4125,4982.36377,28.6,19.8,16/8/2014
28.6,19.8,208.507,37.4562,126.955,5.1782,4915.099121,30.4,22.5,16/8/2014
30.4,22.5,28.7,37.5372,127.085,0.6233,4975.310547,29.2,21.2,16/8/2014
29.2,21.2,132.118,37.5507,126.988,0.5931,5019.580078,31.6,22.5,16/8/2014
31.6,22.5,59.8324,37.5776,127.083,2.6865,4951.04834,29.6,21.8,16/8/2014
29.6,21.8,30.968,37.4967,126.927,0.618,4958.466797,30.4,21.8,16/8/2014
30.4,21.8,30.0464,37.5507,126.937,0.8552,4978.878418,29.1,20,16/8/2014
29.1,20,82.2912,37.4697,126.995,2.2579,4930.931152,30.2,20.2,16/8/2014
30.2,20.2,53.4712,37.6181,127.099,0.697,4973.395996,30.7,22.3,16/8/2014
30.7,22.3,56.4448,37.4832,127.024,1.2313,4953.190918,30.1,20.6,16/8/2014
30.1,20.6,75.0924,37.5776,126.938,1.7678,5004.824219,29.8,21.8,16/8/2014
29.8,21.8,146.554,37.6181,127.004,4.7296,5058.948242,30.1,22.8,16/8/2014
30.1,22.8,26.298,37.5507,127.04,0.5721,4966.347656,31,22.5,16/8/2014
31,22.5,21.9668,37.5102,127.086,0.1332,4954.191406,30.1,22.7,16/8/2014
30.1,22.7,15.5876,37.5372,126.891,0.1554,4954.847656,31.2,22.8,16/8/2014
31.2,22.8,17.2956,37.5237,126.909,0.2223,4950.97168,30.1,23.1,16/8/2014
30.1,23.1,19.5844,37.5237,126.97,0.2713,4961.73584,23.6,20.6,16/8/2014
23.6,20.6,212.335,37.6046,126.991,2.785,5087.199707,24.3,20.9,17/8/2014
24.3,20.9,44.7624,37.6046,127.032,0.5141,4941.63623,25.4,23.2,17/8/2014
25.4,23.2,33.3068,37.5776,127.058,0.2661,4936.391113,25.4,23.3,17/8/2014
25.4,23.3,45.716,37.645,127.022,2.5348,4926.958008,24,22.5,17/8/2014
24,22.5,35.038,37.5507,127.135,0.5055,4925.497559,26.5,23.5,17/8/2014
26.5,23.5,54.6384,37.5102,127.042,0.1457,4939.288086,25.1,23.3,17/8/2014
25.1,23.3,12.37,37.5776,126.838,0.0985,4918.818848,24.4,22.6,17/8/2014
24.4,22.6,52.518,37.4697,126.91,1.5629,4921.686035,24.8,22.8,17/8/2014
24.8,22.8,50.9312,37.4967,126.826,0.4125,4949.122559,23.9,21.5,17/8/2014
23.9,21.5,208.507,37.4562,126.955,5.1782,4879.457031,26.6,23.3,17/8/2014
26.6,23.3,28.7,37.5372,127.085,0.6233,4942.246582,24.1,22.1,17/8/2014
24.1,22.1,132.118,37.5507,126.988,0.5931,4986.005371,25.7,23.5,17/8/2014
25.7,23.5,59.8324,37.5776,127.083,2.6865,4917.379883,24.6,23.2,17/8/2014
24.6,23.2,30.968,37.4967,126.927,0.618,4925.100098,24.4,23.1,17/8/2014
24.4,23.1,30.0464,37.5507,126.937,0.8552,4945.837402,23.6,21.6,17/8/2014
23.6,21.6,82.2912,37.4697,126.995,2.2579,4896.68457,24.3,21.2,17/8/2014
24.3,21.2,53.4712,37.6181,127.099,0.697,4940.03125,26,23.4,17/8/2014
26,23.4,56.4448,37.4832,127.024,1.2313,4919.47168,24.3,21.4,17/8/2014
24.3,21.4,75.0924,37.5776,126.938,1.7678,4971.731445,24.2,22.3,17/8/2014
24.2,22.3,146.554,37.6181,127.004,4.7296,5026.276855,25.9,23.6,17/8/2014
25.9,23.6,26.298,37.5507,127.04,0.5721,4933.166992,26.1,23.6,17/8/2014
26.1,23.6,21.9668,37.5102,127.086,0.1332,4920.852051,25.4,24.2,17/8/2014
25.4,24.2,15.5876,37.5372,126.891,0.1554,4921.571777,26,24.2,17/8/2014
26,24.2,17.2956,37.5237,126.909,0.2223,4917.615234,26.4,24,17/8/2014
26.4,24,19.5844,37.5237,126.97,0.2713,4928.546875,20.4,17.9,17/8/2014
20.4,17.9,212.335,37.6046,126.991,2.785,5053.921387,22.9,19.2,18/8/2014
22.9,19.2,44.7624,37.6046,127.032,0.5141,4907.85791,23.5,20.6,18/8/2014
23.5,20.6,33.3068,37.5776,127.058,0.2661,4902.631348,23.5,20.9,18/8/2014
23.5,20.9,45.716,37.645,127.022,2.5348,4893.187988,23.6,20.2,18/8/2014
23.6,20.2,35.038,37.5507,127.135,0.5055,4891.550293,24.6,20.9,18/8/2014
24.6,20.9,54.6384,37.5102,127.042,0.1457,4905.316406,23.7,20.6,18/8/2014
23.7,20.6,12.37,37.5776,126.838,0.0985,4884.982422,24.1,19.8,18/8/2014
24.1,19.8,52.518,37.4697,126.91,1.5629,4887.505371,23.5,20.6,18/8/2014
23.5,20.6,50.9312,37.4967,126.826,0.4125,4915.333496,23.6,20.1,18/8/2014
23.6,20.1,208.507,37.4562,126.955,5.1782,4843.271973,24.3,21,18/8/2014
24.3,21,28.7,37.5372,127.085,0.6233,4908.635254,22,18.8,18/8/2014
22,18.8,132.118,37.5507,126.988,0.5931,4951.879883,23.8,21.1,18/8/2014
23.8,21.1,59.8324,37.5776,127.083,2.6865,4883.164551,23.8,20.4,18/8/2014
23.8,20.4,30.968,37.4967,126.927,0.618,4891.187012,23.6,20,18/8/2014
23.6,20,30.0464,37.5507,126.937,0.8552,4912.248535,23.5,19.8,18/8/2014
23.5,19.8,82.2912,37.4697,126.995,2.2579,4861.894043,23.1,19.7,18/8/2014
23.1,19.7,53.4712,37.6181,127.099,0.697,4906.118652,25.6,21.1,18/8/2014
25.6,21.1,56.4448,37.4832,127.024,1.2313,4885.207031,23.4,19.9,18/8/2014
23.4,19.9,75.0924,37.5776,126.938,1.7678,4938.088379,22.9,20.3,18/8/2014
22.9,20.3,146.554,37.6181,127.004,4.7296,4993.057617,23.7,21.1,18/8/2014
23.7,21.1,26.298,37.5507,127.04,0.5721,4899.439941,24.7,21.2,18/8/2014
24.7,21.2,21.9668,37.5102,127.086,0.1332,4886.967285,24.1,21.3,18/8/2014
24.1,21.3,15.5876,37.5372,126.891,0.1554,4887.75,24.5,21.2,18/8/2014
24.5,21.2,17.2956,37.5237,126.909,0.2223,4883.712891,24.1,20.7,18/8/2014
24.1,20.7,19.5844,37.5237,126.97,0.2713,4894.811523,21.9,18,18/8/2014
21.9,18,212.335,37.6046,126.991,2.785,5020.102051,24.1,19.5,19/8/2014
24.1,19.5,44.7624,37.6046,127.032,0.5141,4873.549805,23.6,19.7,19/8/2014
23.6,19.7,33.3068,37.5776,127.058,0.2661,4868.342285,24.1,19.8,19/8/2014
24.1,19.8,45.716,37.645,127.022,2.5348,4858.884766,23.2,19.6,19/8/2014
23.2,19.6,35.038,37.5507,127.135,0.5055,4857.075195,23.8,20.3,19/8/2014
23.8,20.3,54.6384,37.5102,127.042,0.1457,4870.81543,24.3,20.3,19/8/2014
24.3,20.3,12.37,37.5776,126.838,0.0985,4850.618164,25.4,20.4,19/8/2014
25.4,20.4,52.518,37.4697,126.91,1.5629,4852.797852,24.7,20,19/8/2014
24.7,20,50.9312,37.4967,126.826,0.4125,4881.014648,25,19.9,19/8/2014
25,19.9,208.507,37.4562,126.955,5.1782,4806.566406,23.8,20.3,19/8/2014
23.8,20.3,28.7,37.5372,127.085,0.6233,4874.494141,23.9,18.8,19/8/2014
23.9,18.8,132.118,37.5507,126.988,0.5931,4917.222168,24,20.1,19/8/2014
24,20.1,59.8324,37.5776,127.083,2.6865,4848.42334,25.2,20.2,19/8/2014
25.2,20.2,30.968,37.4967,126.927,0.618,4856.746582,24.8,19.6,19/8/2014
24.8,19.6,30.0464,37.5507,126.937,0.8552,4878.130371,23.7,19.6,19/8/2014
23.7,19.6,82.2912,37.4697,126.995,2.2579,4826.579102,23.6,19.6,19/8/2014
23.6,19.6,53.4712,37.6181,127.099,0.697,4871.677246,25,20.3,19/8/2014
25,20.3,56.4448,37.4832,127.024,1.2313,4850.415527,26.1,19.7,19/8/2014
26.1,19.7,75.0924,37.5776,126.938,1.7678,4903.913574,23.8,19.8,19/8/2014
23.8,19.8,146.554,37.6181,127.004,4.7296,4959.31543,23.8,20.1,19/8/2014
23.8,20.1,26.298,37.5507,127.04,0.5721,4865.184082,24.5,20.2,19/8/2014
24.5,20.2,21.9668,37.5102,127.086,0.1332,4852.554199,25.4,20.4,19/8/2014
25.4,20.4,15.5876,37.5372,126.891,0.1554,4853.400391,25.3,20.3,19/8/2014
25.3,20.3,17.2956,37.5237,126.909,0.2223,4849.283203,25.4,20.2,19/8/2014
25.4,20.2,19.5844,37.5237,126.97,0.2713,4860.547363,24.5,19.9,19/8/2014
24.5,19.9,212.335,37.6046,126.991,2.785,4985.76123,27.6,21.2,20/8/2014
27.6,21.2,44.7624,37.6046,127.032,0.5141,4838.724609,27.1,21.7,20/8/2014
27.1,21.7,33.3068,37.5776,127.058,0.2661,4833.543945,27.8,21.9,20/8/2014
27.8,21.9,45.716,37.645,127.022,2.5348,4824.056641,27,21.7,20/8/2014
27,21.7,35.038,37.5507,127.135,0.5055,4822.092285,27.6,22.6,20/8/2014
27.6,22.6,54.6384,37.5102,127.042,0.1457,4835.805664,28,22.3,20/8/2014
28,22.3,12.37,37.5776,126.838,0.0985,4815.746094,28.8,22.4,20/8/2014
28.8,22.4,52.518,37.4697,126.91,1.5629,4817.585449,28.4,22,20/8/2014
28.4,22,50.9312,37.4967,126.826,0.4125,4846.185547,27,20.9,20/8/2014
27,20.9,208.507,37.4562,126.955,5.1782,4769.366211,27.8,22.3,20/8/2014
27.8,22.3,28.7,37.5372,127.085,0.6233,4839.843262,26.5,20.9,20/8/2014
26.5,20.9,132.118,37.5507,126.988,0.5931,4882.054199,27.9,22.2,20/8/2014
27.9,22.2,59.8324,37.5776,127.083,2.6865,4813.178711,28.2,22.2,20/8/2014
28.2,22.2,30.968,37.4967,126.927,0.618,4821.79834,28.5,22,20/8/2014
28.5,22,30.0464,37.5507,126.937,0.8552,4843.501953,27,20.8,20/8/2014
27,20.8,82.2912,37.4697,126.995,2.2579,4790.760742,27.1,21.3,20/8/2014
27.1,21.3,53.4712,37.6181,127.099,0.697,4836.728027,29.2,22.9,20/8/2014
29.2,22.9,56.4448,37.4832,127.024,1.2313,4815.116211,28.1,21.7,20/8/2014
28.1,21.7,75.0924,37.5776,126.938,1.7678,4869.229004,27,21.5,20/8/2014
27,21.5,146.554,37.6181,127.004,4.7296,4925.046875,27.2,22.1,20/8/2014
27.2,22.1,26.298,37.5507,127.04,0.5721,4830.418457,28.3,22.4,20/8/2014
28.3,22.4,21.9668,37.5102,127.086,0.1332,4817.633789,28.1,22.8,20/8/2014
28.1,22.8,15.5876,37.5372,126.891,0.1554,4818.54248,28.3,22.9,20/8/2014
28.3,22.9,17.2956,37.5237,126.909,0.2223,4814.346191,28.8,23.1,20/8/2014
28.8,23.1,19.5844,37.5237,126.97,0.2713,4825.774902,22,18.9,20/8/2014
22,18.9,212.335,37.6046,126.991,2.785,4950.874023,24.3,19.9,21/8/2014
24.3,19.9,44.7624,37.6046,127.032,0.5141,4803.37207,24.2,21.1,21/8/2014
24.2,21.1,33.3068,37.5776,127.058,0.2661,4798.212891,24.5,21.9,21/8/2014
24.5,21.9,45.716,37.645,127.022,2.5348,4788.694824,23.6,21.5,21/8/2014
23.6,21.5,35.038,37.5507,127.135,0.5055,4786.577637,25.1,22.2,21/8/2014
25.1,22.2,54.6384,37.5102,127.042,0.1457,4800.263184,25,21.9,21/8/2014
25,21.9,12.37,37.5776,126.838,0.0985,4780.342773,25.3,22.1,21/8/2014
25.3,22.1,52.518,37.4697,126.91,1.5629,4781.840332,25.4,21.8,21/8/2014
25.4,21.8,50.9312,37.4967,126.826,0.4125,4810.822266,23.5,20.9,21/8/2014
23.5,20.9,208.507,37.4562,126.955,5.1782,4731.641113,24.7,22.2,21/8/2014
24.7,22.2,28.7,37.5372,127.085,0.6233,4804.658203,23.1,20.8,21/8/2014
23.1,20.8,132.118,37.5507,126.988,0.5931,4846.348145,25,22,21/8/2014
25,22,59.8324,37.5776,127.083,2.6865,4777.401855,25.1,21.7,21/8/2014
25.1,21.7,30.968,37.4967,126.927,0.618,4786.317871,24.1,21.2,21/8/2014
24.1,21.2,30.0464,37.5507,126.937,0.8552,4808.338379,23.4,20.6,21/8/2014
23.4,20.6,82.2912,37.4697,126.995,2.2579,4754.415039,23.7,20.6,21/8/2014
23.7,20.6,53.4712,37.6181,127.099,0.697,4801.244629,25.1,22.3,21/8/2014
25.1,22.3,56.4448,37.4832,127.024,1.2313,4779.287109,23.5,20.5,21/8/2014
23.5,20.5,75.0924,37.5776,126.938,1.7678,4834.006348,24.4,21.3,21/8/2014
24.4,21.3,146.554,37.6181,127.004,4.7296,4890.243164,24.8,22,21/8/2014
24.8,22,26.298,37.5507,127.04,0.5721,4795.120117,25,22.1,21/8/2014
25,22.1,21.9668,37.5102,127.086,0.1332,4782.181641,25.4,22.1,21/8/2014
25.4,22.1,15.5876,37.5372,126.891,0.1554,4783.152832,25.4,21.9,21/8/2014
25.4,21.9,17.2956,37.5237,126.909,0.2223,4778.87793,25.3,22,21/8/2014
25.3,22,19.5844,37.5237,126.97,0.2713,4790.469727,25.1,19.5,21/8/2014
25.1,19.5,212.335,37.6046,126.991,2.785,4915.481445,27.6,19.5,22/8/2014
27.6,19.5,44.7624,37.6046,127.032,0.5141,4767.529785,27.6,20.8,22/8/2014
27.6,20.8,33.3068,37.5776,127.058,0.2661,4762.389648,28.4,20.9,22/8/2014
28.4,20.9,45.716,37.645,127.022,2.5348,4752.657227,28.5,19.6,22/8/2014
28.5,19.6,35.038,37.5507,127.135,0.5055,4750.573242,28.8,22.2,22/8/2014
28.8,22.2,54.6384,37.5102,127.042,0.1457,4764.229492,27.9,22.1,22/8/2014
27.9,22.1,12.37,37.5776,126.838,0.0985,4744.449219,27.4,22,22/8/2014
27.4,22,52.518,37.4697,126.91,1.5629,4745.608887,28.2,21.9,22/8/2014
28.2,21.9,50.9312,37.4967,126.826,0.4125,4774.966309,26.5,21.4,22/8/2014
26.5,21.4,208.507,37.4562,126.955,5.1782,4693.443848,28.9,20.8,22/8/2014
28.9,20.8,28.7,37.5372,127.085,0.6233,4768.980469,28.4,20.5,22/8/2014
28.4,20.5,132.118,37.5507,126.988,0.5931,4810.149902,28.7,21.3,22/8/2014
28.7,21.3,59.8324,37.5776,127.083,2.6865,4741.140137,28.1,21.5,22/8/2014
28.1,21.5,30.968,37.4967,126.927,0.618,4750.348633,27.4,21.3,22/8/2014
27.4,21.3,30.0464,37.5507,126.937,0.8552,4772.682617,27.5,20.6,22/8/2014
27.5,20.6,82.2912,37.4697,126.995,2.2579,4717.58252,28,19.4,22/8/2014
28,19.4,53.4712,37.6181,127.099,0.697,4765.267578,29.2,22,22/8/2014
29.2,22,56.4448,37.4832,127.024,1.2313,4742.969727,27.4,21,22/8/2014
27.4,21,75.0924,37.5776,126.938,1.7678,4798.291504,27.8,21.1,22/8/2014
27.8,21.1,146.554,37.6181,127.004,4.7296,4854.930664,27.7,21.3,22/8/2014
27.7,21.3,26.298,37.5507,127.04,0.5721,4759.32959,29.4,21.3,22/8/2014
29.4,21.3,21.9668,37.5102,127.086,0.1332,4746.239746,28.6,21.9,22/8/2014
28.6,21.9,15.5876,37.5372,126.891,0.1554,4747.272949,28.3,22.1,22/8/2014
28.3,22.1,17.2956,37.5237,126.909,0.2223,4742.92041,28.9,22,22/8/2014
28.9,22,19.5844,37.5237,126.97,0.2713,4754.673828,25.8,20.5,22/8/2014
25.8,20.5,212.335,37.6046,126.991,2.785,4879.562012,28.3,21.9,23/8/2014
28.3,21.9,44.7624,37.6046,127.032,0.5141,4731.177734,28.7,23,23/8/2014
28.7,23,33.3068,37.5776,127.058,0.2661,4726.055176,29.2,23.8,23/8/2014
29.2,23.8,45.716,37.645,127.022,2.5348,4716.294434,28.7,23,23/8/2014
28.7,23,35.038,37.5507,127.135,0.5055,4714.05957,29.3,23.4,23/8/2014
29.3,23.4,54.6384,37.5102,127.042,0.1457,4727.685547,28.5,23,23/8/2014
28.5,23,12.37,37.5776,126.838,0.0985,4708.046387,28.8,23,23/8/2014
28.8,23,52.518,37.4697,126.91,1.5629,4708.868164,29.6,22.6,23/8/2014
29.6,22.6,50.9312,37.4967,126.826,0.4125,4738.598145,27.5,21.1,23/8/2014
27.5,21.1,208.507,37.4562,126.955,5.1782,4654.749023,29,23.8,23/8/2014
